code,description,category,subcategory,code_system
11875,Integumentary system procedure 11875,Surgery,Integumentary System,CPT
11900,Integumentary system procedure 11900,Surgery,Integumentary System,CPT
11925,Integumentary system procedure 11925,Surgery,Integumentary System,CPT
11950,Integumentary system procedure 11950,Surgery,Integumentary System,CPT
11975,Integumentary system procedure 11975,Surgery,Integumentary System,CPT
12000,Integumentary system procedure 12000,Surgery,Integumentary System,CPT
1201F,Performance measure 1201F,Category II - Performance Measures,Quality Measurement,CPT
12025,Integumentary system procedure 12025,Surgery,Integumentary System,CPT
12050,Integumentary system procedure 12050,Surgery,Integumentary System,CPT
12075,Integumentary system procedure 12075,Surgery,Integumentary System,CPT
12100,Integumentary system procedure 12100,Surgery,Integumentary System,CPT
12125,Integumentary system procedure 12125,Surgery,Integumentary System,CPT
12150,Integumentary system procedure 12150,Surgery,Integumentary System,CPT
12175,Integumentary system procedure 12175,Surgery,Integumentary System,CPT
12200,Integumentary system procedure 12200,Surgery,Integumentary System,CPT
12225,Integumentary system procedure 12225,Surgery,Integumentary System,CPT
12250,Integumentary system procedure 12250,Surgery,Integumentary System,CPT
12275,Integumentary system procedure 12275,Surgery,Integumentary System,CPT
12300,Integumentary system procedure 12300,Surgery,Integumentary System,CPT
12325,Integumentary system procedure 12325,Surgery,Integumentary System,CPT
12350,Integumentary system procedure 12350,Surgery,Integumentary System,CPT
12375,Integumentary system procedure 12375,Surgery,Integumentary System,CPT
12400,Integumentary system procedure 12400,Surgery,Integumentary System,CPT
12425,Integumentary system procedure 12425,Surgery,Integumentary System,CPT
12450,Integumentary system procedure 12450,Surgery,Integumentary System,CPT
12475,Integumentary system procedure 12475,Surgery,Integumentary System,CPT
12500,Integumentary system procedure 12500,Surgery,Integumentary System,CPT
1251F,Performance measure 1251F,Category II - Performance Measures,Quality Measurement,CPT
12525,Integumentary system procedure 12525,Surgery,Integumentary System,CPT
12550,Integumentary system procedure 12550,Surgery,Integumentary System,CPT
12575,Integumentary system procedure 12575,Surgery,Integumentary System,CPT
12600,Integumentary system procedure 12600,Surgery,Integumentary System,CPT
12625,Integumentary system procedure 12625,Surgery,Integumentary System,CPT
12650,Integumentary system procedure 12650,Surgery,Integumentary System,CPT
12675,Integumentary system procedure 12675,Surgery,Integumentary System,CPT
12700,Integumentary system procedure 12700,Surgery,Integumentary System,CPT
12725,Integumentary system procedure 12725,Surgery,Integumentary System,CPT
12750,Integumentary system procedure 12750,Surgery,Integumentary System,CPT
12775,Integumentary system procedure 12775,Surgery,Integumentary System,CPT
12800,Integumentary system procedure 12800,Surgery,Integumentary System,CPT
12825,Integumentary system procedure 12825,Surgery,Integumentary System,CPT
12850,Integumentary system procedure 12850,Surgery,Integumentary System,CPT
12875,Integumentary system procedure 12875,Surgery,Integumentary System,CPT
12900,Integumentary system procedure 12900,Surgery,Integumentary System,CPT
12925,Integumentary system procedure 12925,Surgery,Integumentary System,CPT
12950,Integumentary system procedure 12950,Surgery,Integumentary System,CPT
12975,Integumentary system procedure 12975,Surgery,Integumentary System,CPT
13000,Integumentary system procedure 13000,Surgery,Integumentary System,CPT
1301F,Performance measure 1301F,Category II - Performance Measures,Quality Measurement,CPT
13025,Integumentary system procedure 13025,Surgery,Integumentary System,CPT
13050,Integumentary system procedure 13050,Surgery,Integumentary System,CPT
13075,Integumentary system procedure 13075,Surgery,Integumentary System,CPT
13100,Integumentary system procedure 13100,Surgery,Integumentary System,CPT
13125,Integumentary system procedure 13125,Surgery,Integumentary System,CPT
13150,Integumentary system procedure 13150,Surgery,Integumentary System,CPT
13175,Integumentary system procedure 13175,Surgery,Integumentary System,CPT
13200,Integumentary system procedure 13200,Surgery,Integumentary System,CPT
13225,Integumentary system procedure 13225,Surgery,Integumentary System,CPT
13250,Integumentary system procedure 13250,Surgery,Integumentary System,CPT
13275,Integumentary system procedure 13275,Surgery,Integumentary System,CPT
13300,Integumentary system procedure 13300,Surgery,Integumentary System,CPT
13325,Integumentary system procedure 13325,Surgery,Integumentary System,CPT
13350,Integumentary system procedure 13350,Surgery,Integumentary System,CPT
13375,Integumentary system procedure 13375,Surgery,Integumentary System,CPT
13400,Integumentary system procedure 13400,Surgery,Integumentary System,CPT
13425,Integumentary system procedure 13425,Surgery,Integumentary System,CPT
13450,Integumentary system procedure 13450,Surgery,Integumentary System,CPT
13475,Integumentary system procedure 13475,Surgery,Integumentary System,CPT
13500,Integumentary system procedure 13500,Surgery,Integumentary System,CPT
1351F,Performance measure 1351F,Category II - Performance Measures,Quality Measurement,CPT
13525,Integumentary system procedure 13525,Surgery,Integumentary System,CPT
13550,Integumentary system procedure 13550,Surgery,Integumentary System,CPT
13575,Integumentary system procedure 13575,Surgery,Integumentary System,CPT
13600,Integumentary system procedure 13600,Surgery,Integumentary System,CPT
13625,Integumentary system procedure 13625,Surgery,Integumentary System,CPT
13650,Integumentary system procedure 13650,Surgery,Integumentary System,CPT
13675,Integumentary system procedure 13675,Surgery,Integumentary System,CPT
13700,Integumentary system procedure 13700,Surgery,Integumentary System,CPT
13725,Integumentary system procedure 13725,Surgery,Integumentary System,CPT
13750,Integumentary system procedure 13750,Surgery,Integumentary System,CPT
13775,Integumentary system procedure 13775,Surgery,Integumentary System,CPT
13800,Integumentary system procedure 13800,Surgery,Integumentary System,CPT
13825,Integumentary system procedure 13825,Surgery,Integumentary System,CPT
13850,Integumentary system procedure 13850,Surgery,Integumentary System,CPT
13875,Integumentary system procedure 13875,Surgery,Integumentary System,CPT
13900,Integumentary system procedure 13900,Surgery,Integumentary System,CPT
13925,Integumentary system procedure 13925,Surgery,Integumentary System,CPT
13950,Integumentary system procedure 13950,Surgery,Integumentary System,CPT
13975,Integumentary system procedure 13975,Surgery,Integumentary System,CPT
14000,Integumentary system procedure 14000,Surgery,Integumentary System,CPT
1401F,Performance measure 1401F,Category II - Performance Measures,Quality Measurement,CPT
14025,Integumentary system procedure 14025,Surgery,Integumentary System,CPT
14050,Integumentary system procedure 14050,Surgery,Integumentary System,CPT
14075,Integumentary system procedure 14075,Surgery,Integumentary System,CPT
14100,Integumentary system procedure 14100,Surgery,Integumentary System,CPT
14125,Integumentary system procedure 14125,Surgery,Integumentary System,CPT
14150,Integumentary system procedure 14150,Surgery,Integumentary System,CPT
14175,Integumentary system procedure 14175,Surgery,Integumentary System,CPT
14200,Integumentary system procedure 14200,Surgery,Integumentary System,CPT
14225,Integumentary system procedure 14225,Surgery,Integumentary System,CPT
14250,Integumentary system procedure 14250,Surgery,Integumentary System,CPT
14275,Integumentary system procedure 14275,Surgery,Integumentary System,CPT
14300,Integumentary system procedure 14300,Surgery,Integumentary System,CPT
14325,Integumentary system procedure 14325,Surgery,Integumentary System,CPT
14350,Integumentary system procedure 14350,Surgery,Integumentary System,CPT
14375,Integumentary system procedure 14375,Surgery,Integumentary System,CPT
14400,Integumentary system procedure 14400,Surgery,Integumentary System,CPT
14425,Integumentary system procedure 14425,Surgery,Integumentary System,CPT
14450,Integumentary system procedure 14450,Surgery,Integumentary System,CPT
14475,Integumentary system procedure 14475,Surgery,Integumentary System,CPT
14500,Integumentary system procedure 14500,Surgery,Integumentary System,CPT
1451F,Performance measure 1451F,Category II - Performance Measures,Quality Measurement,CPT
14525,Integumentary system procedure 14525,Surgery,Integumentary System,CPT
14550,Integumentary system procedure 14550,Surgery,Integumentary System,CPT
14575,Integumentary system procedure 14575,Surgery,Integumentary System,CPT
14600,Integumentary system procedure 14600,Surgery,Integumentary System,CPT
14625,Integumentary system procedure 14625,Surgery,Integumentary System,CPT
14650,Integumentary system procedure 14650,Surgery,Integumentary System,CPT
14675,Integumentary system procedure 14675,Surgery,Integumentary System,CPT
14700,Integumentary system procedure 14700,Surgery,Integumentary System,CPT
14725,Integumentary system procedure 14725,Surgery,Integumentary System,CPT
14750,Integumentary system procedure 14750,Surgery,Integumentary System,CPT
14775,Integumentary system procedure 14775,Surgery,Integumentary System,CPT
14800,Integumentary system procedure 14800,Surgery,Integumentary System,CPT
14825,Integumentary system procedure 14825,Surgery,Integumentary System,CPT
14850,Integumentary system procedure 14850,Surgery,Integumentary System,CPT
14875,Integumentary system procedure 14875,Surgery,Integumentary System,CPT
14900,Integumentary system procedure 14900,Surgery,Integumentary System,CPT
14925,Integumentary system procedure 14925,Surgery,Integumentary System,CPT
14950,Integumentary system procedure 14950,Surgery,Integumentary System,CPT
14975,Integumentary system procedure 14975,Surgery,Integumentary System,CPT
15000,Integumentary system procedure 15000,Surgery,Integumentary System,CPT
1501F,Performance measure 1501F,Category II - Performance Measures,Quality Measurement,CPT
15025,Integumentary system procedure 15025,Surgery,Integumentary System,CPT
15050,Integumentary system procedure 15050,Surgery,Integumentary System,CPT
15075,Integumentary system procedure 15075,Surgery,Integumentary System,CPT
15100,Integumentary system procedure 15100,Surgery,Integumentary System,CPT
15125,Integumentary system procedure 15125,Surgery,Integumentary System,CPT
15150,Integumentary system procedure 15150,Surgery,Integumentary System,CPT
15175,Integumentary system procedure 15175,Surgery,Integumentary System,CPT
15200,Integumentary system procedure 15200,Surgery,Integumentary System,CPT
15225,Integumentary system procedure 15225,Surgery,Integumentary System,CPT
15250,Integumentary system procedure 15250,Surgery,Integumentary System,CPT
15275,Integumentary system procedure 15275,Surgery,Integumentary System,CPT
15300,Integumentary system procedure 15300,Surgery,Integumentary System,CPT
15325,Integumentary system procedure 15325,Surgery,Integumentary System,CPT
15350,Integumentary system procedure 15350,Surgery,Integumentary System,CPT
15375,Integumentary system procedure 15375,Surgery,Integumentary System,CPT
15400,Integumentary system procedure 15400,Surgery,Integumentary System,CPT
15425,Integumentary system procedure 15425,Surgery,Integumentary System,CPT
15450,Integumentary system procedure 15450,Surgery,Integumentary System,CPT
15475,Integumentary system procedure 15475,Surgery,Integumentary System,CPT
15500,Integumentary system procedure 15500,Surgery,Integumentary System,CPT
1551F,Performance measure 1551F,Category II - Performance Measures,Quality Measurement,CPT
15525,Integumentary system procedure 15525,Surgery,Integumentary System,CPT
15550,Integumentary system procedure 15550,Surgery,Integumentary System,CPT
15575,Integumentary system procedure 15575,Surgery,Integumentary System,CPT
15600,Integumentary system procedure 15600,Surgery,Integumentary System,CPT
15625,Integumentary system procedure 15625,Surgery,Integumentary System,CPT
15650,Integumentary system procedure 15650,Surgery,Integumentary System,CPT
15675,Integumentary system procedure 15675,Surgery,Integumentary System,CPT
15700,Integumentary system procedure 15700,Surgery,Integumentary System,CPT
15725,Integumentary system procedure 15725,Surgery,Integumentary System,CPT
15750,Integumentary system procedure 15750,Surgery,Integumentary System,CPT
15775,Integumentary system procedure 15775,Surgery,Integumentary System,CPT
15800,Integumentary system procedure 15800,Surgery,Integumentary System,CPT
15825,Integumentary system procedure 15825,Surgery,Integumentary System,CPT
15850,Integumentary system procedure 15850,Surgery,Integumentary System,CPT
15875,Integumentary system procedure 15875,Surgery,Integumentary System,CPT
15900,Integumentary system procedure 15900,Surgery,Integumentary System,CPT
15925,Integumentary system procedure 15925,Surgery,Integumentary System,CPT
15950,Integumentary system procedure 15950,Surgery,Integumentary System,CPT
15975,Integumentary system procedure 15975,Surgery,Integumentary System,CPT
16000,Integumentary system procedure 16000,Surgery,Integumentary System,CPT
1601F,Performance measure 1601F,Category II - Performance Measures,Quality Measurement,CPT
16025,Integumentary system procedure 16025,Surgery,Integumentary System,CPT
16050,Integumentary system procedure 16050,Surgery,Integumentary System,CPT
16075,Integumentary system procedure 16075,Surgery,Integumentary System,CPT
16100,Integumentary system procedure 16100,Surgery,Integumentary System,CPT
16125,Integumentary system procedure 16125,Surgery,Integumentary System,CPT
16150,Integumentary system procedure 16150,Surgery,Integumentary System,CPT
16175,Integumentary system procedure 16175,Surgery,Integumentary System,CPT
16200,Integumentary system procedure 16200,Surgery,Integumentary System,CPT
16225,Integumentary system procedure 16225,Surgery,Integumentary System,CPT
16250,Integumentary system procedure 16250,Surgery,Integumentary System,CPT
