code,description,category,code_system
A5550,"Medical/surgical supply, type 5550",Medical/Surgical Supplies,HCPCS Level II
A5560,"Medical/surgical supply, type 5560",Medical/Surgical Supplies,HCPCS Level II
A5570,"Medical/surgical supply, type 5570",Medical/Surgical Supplies,HCPCS Level II
A5580,"Medical/surgical supply, type 5580",Medical/Surgical Supplies,HCPCS Level II
A5590,"Medical/surgical supply, type 5590",Medical/Surgical Supplies,HCPCS Level II
A5600,"Medical/surgical supply, type 5600",Medical/Surgical Supplies,HCPCS Level II
A5610,"Medical/surgical supply, type 5610",Medical/Surgical Supplies,HCPCS Level II
A5620,"Medical/surgical supply, type 5620",Medical/Surgical Supplies,HCPCS Level II
A5630,"Medical/surgical supply, type 5630",Medical/Surgical Supplies,HCPCS Level II
A5640,"Medical/surgical supply, type 5640",Medical/Surgical Supplies,HCPCS Level II
A5650,"Medical/surgical supply, type 5650",Medical/Surgical Supplies,HCPCS Level II
A5660,"Medical/surgical supply, type 5660",Medical/Surgical Supplies,HCPCS Level II
A5670,"Medical/surgical supply, type 5670",Medical/Surgical Supplies,HCPCS Level II
A5680,"Medical/surgical supply, type 5680",Medical/Surgical Supplies,HCPCS Level II
A5690,"Medical/surgical supply, type 5690",Medical/Surgical Supplies,HCPCS Level II
A5700,"Medical/surgical supply, type 5700",Medical/Surgical Supplies,HCPCS Level II
A5710,"Medical/surgical supply, type 5710",Medical/Surgical Supplies,HCPCS Level II
A5720,"Medical/surgical supply, type 5720",Medical/Surgical Supplies,HCPCS Level II
A5730,"Medical/surgical supply, type 5730",Medical/Surgical Supplies,HCPCS Level II
A5740,"Medical/surgical supply, type 5740",Medical/Surgical Supplies,HCPCS Level II
A5750,"Medical/surgical supply, type 5750",Medical/Surgical Supplies,HCPCS Level II
A5760,"Medical/surgical supply, type 5760",Medical/Surgical Supplies,HCPCS Level II
A5770,"Medical/surgical supply, type 5770",Medical/Surgical Supplies,HCPCS Level II
A5780,"Medical/surgical supply, type 5780",Medical/Surgical Supplies,HCPCS Level II
A5790,"Medical/surgical supply, type 5790",Medical/Surgical Supplies,HCPCS Level II
A5800,"Medical/surgical supply, type 5800",Medical/Surgical Supplies,HCPCS Level II
A5810,"Medical/surgical supply, type 5810",Medical/Surgical Supplies,HCPCS Level II
A5820,"Medical/surgical supply, type 5820",Medical/Surgical Supplies,HCPCS Level II
A5830,"Medical/surgical supply, type 5830",Medical/Surgical Supplies,HCPCS Level II
A5840,"Medical/surgical supply, type 5840",Medical/Surgical Supplies,HCPCS Level II
A5850,"Medical/surgical supply, type 5850",Medical/Surgical Supplies,HCPCS Level II
A5860,"Medical/surgical supply, type 5860",Medical/Surgical Supplies,HCPCS Level II
A5870,"Medical/surgical supply, type 5870",Medical/Surgical Supplies,HCPCS Level II
A5880,"Medical/surgical supply, type 5880",Medical/Surgical Supplies,HCPCS Level II
A5890,"Medical/surgical supply, type 5890",Medical/Surgical Supplies,HCPCS Level II
A5900,"Medical/surgical supply, type 5900",Medical/Surgical Supplies,HCPCS Level II
A5910,"Medical/surgical supply, type 5910",Medical/Surgical Supplies,HCPCS Level II
A5920,"Medical/surgical supply, type 5920",Medical/Surgical Supplies,HCPCS Level II
A5930,"Medical/surgical supply, type 5930",Medical/Surgical Supplies,HCPCS Level II
A5940,"Medical/surgical supply, type 5940",Medical/Surgical Supplies,HCPCS Level II
A5950,"Medical/surgical supply, type 5950",Medical/Surgical Supplies,HCPCS Level II
A5960,"Medical/surgical supply, type 5960",Medical/Surgical Supplies,HCPCS Level II
A5970,"Medical/surgical supply, type 5970",Medical/Surgical Supplies,HCPCS Level II
A5980,"Medical/surgical supply, type 5980",Medical/Surgical Supplies,HCPCS Level II
A5990,"Medical/surgical supply, type 5990",Medical/Surgical Supplies,HCPCS Level II
A6000,"Medical/surgical supply, type 6000",Medical/Surgical Supplies,HCPCS Level II
A6010,"Medical/surgical supply, type 6010",Medical/Surgical Supplies,HCPCS Level II
A6020,"Medical/surgical supply, type 6020",Medical/Surgical Supplies,HCPCS Level II
A6030,"Medical/surgical supply, type 6030",Medical/Surgical Supplies,HCPCS Level II
A6040,"Medical/surgical supply, type 6040",Medical/Surgical Supplies,HCPCS Level II
A6050,"Medical/surgical supply, type 6050",Medical/Surgical Supplies,HCPCS Level II
A6060,"Medical/surgical supply, type 6060",Medical/Surgical Supplies,HCPCS Level II
A6070,"Medical/surgical supply, type 6070",Medical/Surgical Supplies,HCPCS Level II
A6080,"Medical/surgical supply, type 6080",Medical/Surgical Supplies,HCPCS Level II
A6090,"Medical/surgical supply, type 6090",Medical/Surgical Supplies,HCPCS Level II
A6100,"Medical/surgical supply, type 6100",Medical/Surgical Supplies,HCPCS Level II
A6110,"Medical/surgical supply, type 6110",Medical/Surgical Supplies,HCPCS Level II
A6120,"Medical/surgical supply, type 6120",Medical/Surgical Supplies,HCPCS Level II
A6130,"Medical/surgical supply, type 6130",Medical/Surgical Supplies,HCPCS Level II
A6140,"Medical/surgical supply, type 6140",Medical/Surgical Supplies,HCPCS Level II
A6150,"Medical/surgical supply, type 6150",Medical/Surgical Supplies,HCPCS Level II
A6160,"Medical/surgical supply, type 6160",Medical/Surgical Supplies,HCPCS Level II
A6170,"Medical/surgical supply, type 6170",Medical/Surgical Supplies,HCPCS Level II
A6180,"Medical/surgical supply, type 6180",Medical/Surgical Supplies,HCPCS Level II
A6190,"Medical/surgical supply, type 6190",Medical/Surgical Supplies,HCPCS Level II
A6200,"Medical/surgical supply, type 6200",Medical/Surgical Supplies,HCPCS Level II
A6210,"Medical/surgical supply, type 6210",Medical/Surgical Supplies,HCPCS Level II
A6220,"Medical/surgical supply, type 6220",Medical/Surgical Supplies,HCPCS Level II
A6230,"Medical/surgical supply, type 6230",Medical/Surgical Supplies,HCPCS Level II
A6240,"Medical/surgical supply, type 6240",Medical/Surgical Supplies,HCPCS Level II
A6250,"Medical/surgical supply, type 6250",Medical/Surgical Supplies,HCPCS Level II
A6260,"Medical/surgical supply, type 6260",Medical/Surgical Supplies,HCPCS Level II
A6270,"Medical/surgical supply, type 6270",Medical/Surgical Supplies,HCPCS Level II
A6280,"Medical/surgical supply, type 6280",Medical/Surgical Supplies,HCPCS Level II
A6290,"Medical/surgical supply, type 6290",Medical/Surgical Supplies,HCPCS Level II
A6300,"Medical/surgical supply, type 6300",Medical/Surgical Supplies,HCPCS Level II
A6310,"Medical/surgical supply, type 6310",Medical/Surgical Supplies,HCPCS Level II
A6320,"Medical/surgical supply, type 6320",Medical/Surgical Supplies,HCPCS Level II
A6330,"Medical/surgical supply, type 6330",Medical/Surgical Supplies,HCPCS Level II
A6340,"Medical/surgical supply, type 6340",Medical/Surgical Supplies,HCPCS Level II
A6350,"Medical/surgical supply, type 6350",Medical/Surgical Supplies,HCPCS Level II
A6360,"Medical/surgical supply, type 6360",Medical/Surgical Supplies,HCPCS Level II
A6370,"Medical/surgical supply, type 6370",Medical/Surgical Supplies,HCPCS Level II
A6380,"Medical/surgical supply, type 6380",Medical/Surgical Supplies,HCPCS Level II
A6390,"Medical/surgical supply, type 6390",Medical/Surgical Supplies,HCPCS Level II
A6400,"Medical/surgical supply, type 6400",Medical/Surgical Supplies,HCPCS Level II
A6410,"Medical/surgical supply, type 6410",Medical/Surgical Supplies,HCPCS Level II
A6420,"Medical/surgical supply, type 6420",Medical/Surgical Supplies,HCPCS Level II
A6430,"Medical/surgical supply, type 6430",Medical/Surgical Supplies,HCPCS Level II
A6440,"Medical/surgical supply, type 6440",Medical/Surgical Supplies,HCPCS Level II
A6450,"Medical/surgical supply, type 6450",Medical/Surgical Supplies,HCPCS Level II
A6460,"Medical/surgical supply, type 6460",Medical/Surgical Supplies,HCPCS Level II
A6470,"Medical/surgical supply, type 6470",Medical/Surgical Supplies,HCPCS Level II
A6480,"Medical/surgical supply, type 6480",Medical/Surgical Supplies,HCPCS Level II
A6490,"Medical/surgical supply, type 6490",Medical/Surgical Supplies,HCPCS Level II
A6500,"Medical/surgical supply, type 6500",Medical/Surgical Supplies,HCPCS Level II
A6510,"Medical/surgical supply, type 6510",Medical/Surgical Supplies,HCPCS Level II
A6520,"Medical/surgical supply, type 6520",Medical/Surgical Supplies,HCPCS Level II
A6530,"Medical/surgical supply, type 6530",Medical/Surgical Supplies,HCPCS Level II
A6540,"Medical/surgical supply, type 6540",Medical/Surgical Supplies,HCPCS Level II
A6550,"Medical/surgical supply, type 6550",Medical/Surgical Supplies,HCPCS Level II
A6560,"Medical/surgical supply, type 6560",Medical/Surgical Supplies,HCPCS Level II
A6570,"Medical/surgical supply, type 6570",Medical/Surgical Supplies,HCPCS Level II
A6580,"Medical/surgical supply, type 6580",Medical/Surgical Supplies,HCPCS Level II
A6590,"Medical/surgical supply, type 6590",Medical/Surgical Supplies,HCPCS Level II
A6600,"Medical/surgical supply, type 6600",Medical/Surgical Supplies,HCPCS Level II
A6610,"Medical/surgical supply, type 6610",Medical/Surgical Supplies,HCPCS Level II
A6620,"Medical/surgical supply, type 6620",Medical/Surgical Supplies,HCPCS Level II
A6630,"Medical/surgical supply, type 6630",Medical/Surgical Supplies,HCPCS Level II
A6640,"Medical/surgical supply, type 6640",Medical/Surgical Supplies,HCPCS Level II
A6650,"Medical/surgical supply, type 6650",Medical/Surgical Supplies,HCPCS Level II
A6660,"Medical/surgical supply, type 6660",Medical/Surgical Supplies,HCPCS Level II
A6670,"Medical/surgical supply, type 6670",Medical/Surgical Supplies,HCPCS Level II
A6680,"Medical/surgical supply, type 6680",Medical/Surgical Supplies,HCPCS Level II
A6690,"Medical/surgical supply, type 6690",Medical/Surgical Supplies,HCPCS Level II
A6700,"Medical/surgical supply, type 6700",Medical/Surgical Supplies,HCPCS Level II
A6710,"Medical/surgical supply, type 6710",Medical/Surgical Supplies,HCPCS Level II
A6720,"Medical/surgical supply, type 6720",Medical/Surgical Supplies,HCPCS Level II
A6730,"Medical/surgical supply, type 6730",Medical/Surgical Supplies,HCPCS Level II
A6740,"Medical/surgical supply, type 6740",Medical/Surgical Supplies,HCPCS Level II
A6750,"Medical/surgical supply, type 6750",Medical/Surgical Supplies,HCPCS Level II
A6760,"Medical/surgical supply, type 6760",Medical/Surgical Supplies,HCPCS Level II
A6770,"Medical/surgical supply, type 6770",Medical/Surgical Supplies,HCPCS Level II
A6780,"Medical/surgical supply, type 6780",Medical/Surgical Supplies,HCPCS Level II
A6790,"Medical/surgical supply, type 6790",Medical/Surgical Supplies,HCPCS Level II
A6800,"Medical/surgical supply, type 6800",Medical/Surgical Supplies,HCPCS Level II
A6810,"Medical/surgical supply, type 6810",Medical/Surgical Supplies,HCPCS Level II
A6820,"Medical/surgical supply, type 6820",Medical/Surgical Supplies,HCPCS Level II
A6830,"Medical/surgical supply, type 6830",Medical/Surgical Supplies,HCPCS Level II
A6840,"Medical/surgical supply, type 6840",Medical/Surgical Supplies,HCPCS Level II
A6850,"Medical/surgical supply, type 6850",Medical/Surgical Supplies,HCPCS Level II
A6860,"Medical/surgical supply, type 6860",Medical/Surgical Supplies,HCPCS Level II
A6870,"Medical/surgical supply, type 6870",Medical/Surgical Supplies,HCPCS Level II
A6880,"Medical/surgical supply, type 6880",Medical/Surgical Supplies,HCPCS Level II
A6890,"Medical/surgical supply, type 6890",Medical/Surgical Supplies,HCPCS Level II
A6900,"Medical/surgical supply, type 6900",Medical/Surgical Supplies,HCPCS Level II
A6910,"Medical/surgical supply, type 6910",Medical/Surgical Supplies,HCPCS Level II
A6920,"Medical/surgical supply, type 6920",Medical/Surgical Supplies,HCPCS Level II
A6930,"Medical/surgical supply, type 6930",Medical/Surgical Supplies,HCPCS Level II
A6940,"Medical/surgical supply, type 6940",Medical/Surgical Supplies,HCPCS Level II
A6950,"Medical/surgical supply, type 6950",Medical/Surgical Supplies,HCPCS Level II
A6960,"Medical/surgical supply, type 6960",Medical/Surgical Supplies,HCPCS Level II
A6970,"Medical/surgical supply, type 6970",Medical/Surgical Supplies,HCPCS Level II
A6980,"Medical/surgical supply, type 6980",Medical/Surgical Supplies,HCPCS Level II
A6990,"Medical/surgical supply, type 6990",Medical/Surgical Supplies,HCPCS Level II
A7000,"Medical/surgical supply, type 7000",Medical/Surgical Supplies,HCPCS Level II
A7010,"Medical/surgical supply, type 7010",Medical/Surgical Supplies,HCPCS Level II
A7020,"Medical/surgical supply, type 7020",Medical/Surgical Supplies,HCPCS Level II
A7030,"Medical/surgical supply, type 7030",Medical/Surgical Supplies,HCPCS Level II
A7040,"Medical/surgical supply, type 7040",Medical/Surgical Supplies,HCPCS Level II
A7050,"Medical/surgical supply, type 7050",Medical/Surgical Supplies,HCPCS Level II
A7060,"Medical/surgical supply, type 7060",Medical/Surgical Supplies,HCPCS Level II
A7070,"Medical/surgical supply, type 7070",Medical/Surgical Supplies,HCPCS Level II
A7080,"Medical/surgical supply, type 7080",Medical/Surgical Supplies,HCPCS Level II
A7090,"Medical/surgical supply, type 7090",Medical/Surgical Supplies,HCPCS Level II
A7100,"Medical/surgical supply, type 7100",Medical/Surgical Supplies,HCPCS Level II
A7110,"Medical/surgical supply, type 7110",Medical/Surgical Supplies,HCPCS Level II
A7120,"Medical/surgical supply, type 7120",Medical/Surgical Supplies,HCPCS Level II
A7130,"Medical/surgical supply, type 7130",Medical/Surgical Supplies,HCPCS Level II
A7140,"Medical/surgical supply, type 7140",Medical/Surgical Supplies,HCPCS Level II
A7150,"Medical/surgical supply, type 7150",Medical/Surgical Supplies,HCPCS Level II
A7160,"Medical/surgical supply, type 7160",Medical/Surgical Supplies,HCPCS Level II
A7170,"Medical/surgical supply, type 7170",Medical/Surgical Supplies,HCPCS Level II
A7180,"Medical/surgical supply, type 7180",Medical/Surgical Supplies,HCPCS Level II
A7190,"Medical/surgical supply, type 7190",Medical/Surgical Supplies,HCPCS Level II
A7200,"Medical/surgical supply, type 7200",Medical/Surgical Supplies,HCPCS Level II
A7210,"Medical/surgical supply, type 7210",Medical/Surgical Supplies,HCPCS Level II
A7220,"Medical/surgical supply, type 7220",Medical/Surgical Supplies,HCPCS Level II
A7230,"Medical/surgical supply, type 7230",Medical/Surgical Supplies,HCPCS Level II
A7240,"Medical/surgical supply, type 7240",Medical/Surgical Supplies,HCPCS Level II
A7250,"Medical/surgical supply, type 7250",Medical/Surgical Supplies,HCPCS Level II
A7260,"Medical/surgical supply, type 7260",Medical/Surgical Supplies,HCPCS Level II
A7270,"Medical/surgical supply, type 7270",Medical/Surgical Supplies,HCPCS Level II
A7280,"Medical/surgical supply, type 7280",Medical/Surgical Supplies,HCPCS Level II
A7290,"Medical/surgical supply, type 7290",Medical/Surgical Supplies,HCPCS Level II
A7300,"Medical/surgical supply, type 7300",Medical/Surgical Supplies,HCPCS Level II
A7310,"Medical/surgical supply, type 7310",Medical/Surgical Supplies,HCPCS Level II
A7320,"Medical/surgical supply, type 7320",Medical/Surgical Supplies,HCPCS Level II
